Product_name,Colour,Selling_price,Original_price,Ratings_count,Reviews_count,ROM,Display,Camera,Processor,Warranty,Battery,Info
Apple iPhone Air,Light Gold,101900,119900,65,4,256 GB ROM,16.51 cm (6.5 inch) Super Retina XDR Display,48MP Rear Camera | 18MP Front Camera,"A19 Chip, 6 Core Processor Processor",Apple One (1) Year Limited Warranty,,
Apple iPhone 12,Red,49900,,212326,13894,64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,,,Ceramic Shield
Apple iPhone 12,Green,49900,,212326,13894,64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,,,Ceramic Shield
Apple iPhone 14,Midnight,89900,,321494,11935,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 7,Silver,31500,,94871,9105,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,,,iOS 13 Compatible
Apple iPhone 13,Green,59900,,295091,13999,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 12,White,49900,,212326,13894,64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,,,Ceramic Shield
Apple iPhone 6s,Space Grey,62000,,92796,9130,16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 16 Plus,Teal,104900,109900,4225,226,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 14,Blue,89900,,321494,11935,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13,Pink,59900,,295091,13999,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 7,Silver,74400,,94871,9105,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 16 Plus,Ultramarine,104900,109900,4225,226,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Banety Sm Music 2.0,,816,1999,8,0,10 MB RAM | 10 MB ROM,4.32 cm (1.7 inch) Display,,,,800 mAh Battery,
Geotel K9 Flip,,1650,1999,1139,60,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,4.32 cm (1.7 inch) QVGA Display,2MP + 0MP | 0MP Front Camera,Feature Phone Processor,,1200 mAh Battery,
Banety Sm Metro 313,,805,1999,76,5,10 MB RAM | 10 MB ROM,4.32 cm (1.7 inch) Display,0.3MP Rear Camera,,,1000 mAh Battery,
oneme F17 air,,1580,1999,,,32 MB RAM | 32 MB ROM,5.08 cm (2 inch) Display,0.3MP Rear Camera,,6 MONTHS WARRENTY,1050 mAh Battery,
Banety Sm Music 2.0,,828,1499,8,0,10 MB RAM | 10 MB ROM,4.32 cm (1.7 inch) Display,,,,800 mAh Battery,
amaq Q9,,940,1699,,,32 MB RAM | 128 MB ROM,4.32 cm (1.7 inch) Display,1.3MP Rear Camera,,1 Year Warranty From Brand Service Centre,3000 mAh Battery,
amaq Q17-BLACK RED,,982,1999,,,32 MB RAM | 128 MB ROM,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,6531E Processor,,3000 mAh Battery,
GIONEE Max Pro,Black,9999,,23791,2578,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,Octa Core Processor,,6000 mAh Lithium Polymer Battery,
GIONEE Max Pro,Red,9999,,23791,2578,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,Octa Core Processor,,6000 mAh Lithium Polymer Battery,
GIONEE Max Pro,Blue,9999,,23791,2578,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,Octa Core Processor,,6000 mAh Lithium Polymer Battery,
UiSmart M2,,1999,3599,61,5,32 MB RAM | 32 MB ROM,4.32 cm (1.7 inch) Display,2MP Rear Camera,,1 month seller warranty,1100 mAh Battery,
Lvix L1-16-Pro-Max,White,8402,13430,5,0,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.51 cm (6.5 inch) HD+ Display,24MP + 24MP,MediaTek Processor,,4800 mAh Battery,
Banety Metro mobile,,816,1999,,,10 MB RAM | 10 MB ROM,4.32 cm (1.7 inch) Display,0.3MP Rear Camera,,,1000 mAh Battery,
IAIR Keypad Mobile Basic Small Feature Phone X4,,999,1999,,,32 MB RAM | 32 MB ROM,4.32 cm (1.7 inch) Display,0.8MP Rear Camera,,1 Year Manufacturing Warranty,1200 mAh Battery,
Banety 105ss,,769,1499,,,10 MB RAM | 10 MB ROM,4.32 cm (1.7 inch) Display,,,,800 mAh Battery,
IAIR Keypad Mobile Basic Small Feature Phone X8,,849,1999,,,32 MB RAM | 32 MB ROM,4.32 cm (1.7 inch) Display,0.8MP Rear Camera,,1 Year manufacturing warranty,1200 mAh Battery,
IAIR D8 Keypad Mobile Basic Small Feature Phone,,999,1599,,,32 MB RAM | 32 MB ROM,4.32 cm (1.7 inch) Display,0.8MP Rear Camera,,1 Year Manufacturing warranty,2800 mAh Battery,
Peace NOVA 2,,652,999,,,32 MB RAM | 32 MB ROM,4.32 cm (1.7 inch) Display,0.3MP + 0.3MP | 2MP Dual Front Camera,,1 year Brand Warranty,850 mAh Battery,
REDMI Note 10 Pro Max,Dark Nebula,13999,22999,18060,1299,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,108MP Rear Camera | 16MP Front Camera,Qualcomm Snapdragon 732G Processor,,5020 mAh Battery,
REDMI Note 10 Pro Max,Dark Night,22999,24999,18060,1299,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,108MP Rear Camera | 16MP Front Camera,Qualcomm Snapdragon 732G Processor,,5020 mAh Battery,
ASUS Zenfone Max Pro M1,Black,17999,,175199,25841,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,15.21 cm (5.99 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,Qualcomm Snapdragon 636 Octa Core Processor,,5000 mAh Battery,
HTC Desire 526G Plus,Glossy Black,9900,,10274,875,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,11.94 cm (4.7 inch) quarter HD Display,8MP Rear Camera | 2MP Front Camera,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,2000 mAh Battery,
Apple iPhone 17 Pro,Cosmic Orange,134900,,757,53,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 48MP | 18MP Front Camera,"A19 Chip, 6 Core Processor Processor",Apple One (1) Year Limited Warranty,,
Apple iPhone 17 Pro,Silver,134900,,757,53,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 48MP | 18MP Front Camera,"A19 Chip, 6 Core Processor Processor",Apple One (1) Year Limited Warranty,,
Apple iPhone 16,Teal,94900,99900,203686,6511,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 7,Silver,74400,,94871,9105,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 5C,Pink,37500,,1320,265,8 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,A6 Chip Processor,1 Year Manufacturer Warranty,,
Apple iPhone 16 Plus,Ultramarine,104900,109900,4225,226,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 5C,Yellow,37500,,1320,265,8 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,A6 Chip Processor,1 Year Manufacturer Warranty,,
Apple iPhone 14,Yellow,54900,,321494,11935,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 16,Black,94900,99900,203686,6511,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13 Pro,Graphite,149900,,1596,120,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone XR,Black,47900,,100802,8455,64 GB ROM,15.5 cm (6.102 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,,,iOS 13 Compatible
Apple iPhone 14 Plus,Blue,69900,,86856,4755,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 16,White,94900,99900,203686,6511,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 16,Pink,94900,99900,203686,6511,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 16,Ultramarine,94900,99900,203686,6511,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 7,Jet Black,31500,,94871,9105,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,,,iOS 13 Compatible
Apple iPhone 7,Rose Gold,34900,,94871,9105,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 7,Gold,34900,,94871,9105,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 8,Gold,39900,,11364,797,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",,,iOS 13 Compatible
Apple iPhone 16 Pro,Natural Titanium,119900,,29038,1248,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 7,Gold,31500,,94871,9105,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,,,iOS 13 Compatible
Apple iPhone 16 Pro,White Titanium,119900,,29038,1248,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 16 Pro,Black Titanium,119900,,29038,1248,256 GB ROM,16.0 cm (6.3 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 7,Black,34900,,94871,9105,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 6,Space Grey,30780,31900,145094,16051,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,Apple A8 64-bit processor and M8 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 8,PRODUCT,39900,,114,10,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",,,iOS 13 Compatible
Apple iPhone 5C,Green,37500,,1320,265,8 GB ROM,10.16 cm (4 inch) Retina Display,8MP Rear Camera | 1.2MP Front Camera,A6 Chip Processor,1 Year Manufacturer Warranty,,
Apple iPhone 7,Black,31500,,94871,9105,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,,,iOS 13 Compatible
Apple iPhone 13,,49900,,295091,13999,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone X,Silver,106900,,10941,855,256 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",Brand Warranty of 1 Year,,
Apple iPhone XR,Yellow,47900,,100802,8455,64 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,,,iOS 13 Compatible
Apple iPhone XR,White,44999,52900,100802,8455,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,,,iOS 13 Compatible
Apple iPhone 13,Green,49900,,295091,13999,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 7 Plus,Jet Black,37900,,29728,2964,32 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,1 Year Manufacturer Warranty,,
Apple iPhone X,Space Gray,91900,,10941,855,64 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",,,iOS 13 Compatible
Apple iPhone 13 Pro,Graphite,169900,,1596,120,1 TB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 6,Gold,30780,,145094,16051,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 8 Plus,PRODUCT,49900,76294,267,23,64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",Brand Warranty of 1 Year,,
Apple iPhone 6,Silver,71500,,145094,16051,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 Year Manufacturer Warranty,,
Apple iPhone 6,Grey,71500,,145094,16051,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,Apple A8 64-bit processor and M8 Motion Co-processor,1 Year Manufacturer Warranty,,
Apple iPhone 6s,Gold,41999,62000,92796,9130,16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone XS,Gold,89900,,11906,861,64 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories,,
Apple IPhone 4,Black,22900,,1095,183,8 GB ROM,8.89 cm (3.5 inch) NA Display,5MP Rear Camera | 0.3MP Front Camera,,1 Year Manufacturer Warranty,,
Apple iPhone 7,Silver,31500,,94871,9105,32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,,,iOS 13 Compatible
Apple iPhone 8,Silver,39900,,11364,797,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",,,iOS 13 Compatible
Apple iPhone 7,Red,34900,,94871,9105,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 8,Space Grey,39900,,11364,797,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",,,iOS 13 Compatible
Apple iPhone XR,White,52900,,100802,8455,128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,,,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)"
Apple iPhone X,Space Gray,106900,,10941,855,256 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",Brand Warranty of 1 Year,,
Apple iPhone 6,Silver,62000,,145094,16051,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,8MP Rear Camera | 1.2MP Front Camera,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,1 Year Manufacturer Warranty,,
Apple iPhone 6s,Rose Gold,72000,,92796,9130,64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 7 Plus,Rose Gold,37900,,29728,2964,32 GB ROM,13.94 cm (5.488 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,,,iOS 13 Compatible
Apple iPhone 7,Jet Black,74400,,94871,9105,256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 7,Jet Black,34900,,94871,9105,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone XS,Gold,134900,,11906,861,512 GB ROM,14.73 cm (5.8 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 17 Pro Max,Cosmic Orange,189900,,465,35,1 TB ROM,17.53 cm (6.9 inch) Super Retina XDR Display,48MP + 48MP + 48MP | 18MP Front Camera,"A19 Chip, 6 Core Processor Processor",Apple One (1) Year Limited Warranty,,
Apple iPhone 13 mini,Blue,74900,,3861,330,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 14,Starlight,89900,,321494,11935,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13 mini,Starlight,94900,,3861,330,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13 mini,Blue,94900,,3861,330,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 14 Plus,Midnight,79900,,86856,4755,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13 mini,Midnight,94900,,3861,330,512 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13 mini,Midnight,74900,,3861,330,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13,Blue,79900,,295091,13999,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13,Midnight,49900,,295091,13999,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 14,Purple,54900,,321494,11935,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 12,Green,49900,,212326,13894,64 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,,,Ceramic Shield
Apple iPhone 14 Plus,,79900,,86856,4755,256 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 14 Plus,Blue,99900,,86856,4755,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 14 Plus,,99900,,86856,4755,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13 Pro,Gold,119900,,1596,120,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13 mini,Starlight,74900,,3861,330,256 GB ROM,13.72 cm (5.4 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 12,Blue,64900,,212326,13894,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A14 Bionic Chip with Next Generation Neural Engine Processor,,,Ceramic Shield
Apple iPhone 7,Silver,34900,,94871,9105,128 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,,
Apple iPhone 16 Pro Max,Black Titanium,134900,,17206,890,256 GB ROM,17.53 cm (6.9 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13 Pro,Silver,149900,,1596,120,512 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 15 Plus,Yellow,99900,,47571,2598,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 16 Plus,Pink,104900,109900,4225,226,512 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 11,Yellow,43900,,206532,11366,64 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 13,Green,59900,,295091,13999,256 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,1 year warranty for phone and 1 year warranty for in Box Accessories.,,
Apple iPhone 16 Pro Max,White Titanium,154900,,17206,890,512 GB ROM,17.53 cm (6.9 inch) Super Retina XDR Display,48MP + 48MP + 12MP | 12MP Front Camera,"A18 Pro Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.,,
